description,industry,level,size,line_code,value
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Machinery & equipment wholesaling,2,total,D0504_05,69
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Other wholesale trade,2,total,D0504_05,33
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Retail trade,1,total,D0504_05,381
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Accommodation & food services,1,total,D0504_05,891
Changes in health and safety responsibility for health and safety representatives or committee - don't know,"Transport, postal, & warehousing",1,total,D0504_05,75
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Information media & telecommunications,1,total,D0504_05,15
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Publishing,2,total,D0504_05,3
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Motion picture,2,total,D0504_05,9
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Telecommunications,2,total,D0504_05,3
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Financial & insurance services,1,total,D0504_05,42
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Finance,2,total,D0504_05,15
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Insurance,2,total,D0504_05,3
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Auxiliary,2,total,D0504_05,24
Changes in health and safety responsibility for health and safety representatives or committee - don't know,"Rental, hiring, & real estate services",1,total,D0504_05,36
Changes in health and safety responsibility for health and safety representatives or committee - don't know,"Professional, scientific, & technical services",1,total,D0504_05,174
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Computer systems design,2,total,D0504_05,60
